Time,Transaction_Amount_Ratio,Transaction_Frequency,Merchant_Risk_Score,Customer_Risk_Score,Account_Age_Months,Device_Trust_Score,Location_Risk_Score,Transaction_Velocity,Cardholder_Behavior_Score,Fraud_Risk_Index,Amount,Class
110218,-4.518,-4.93,-4.321,-2.614,2.786,0.289,-0.493,2.184,-4.456,-4.78,1335.65,0
35885,-4.989,4.009,-4.17,4.957,2.112,2.284,2.034,1.162,-4.198,-4.51,2751.38,0
822,2.911,-1.499,-4.638,-2.2,-4.909,1.658,-2.255,4.67,2.256,0.083,1289.94,0
43924,0.322,-0.832,0.23,-1.56,2.797,-1.998,-0.53,-0.006,-2.629,2.019,3293.78,0
116521,-4.883,-1.384,-2.576,-1.195,4.091,1.82,2.322,3.513,0.022,-1.391,550.79,0
10594,2.769,4.401,1.688,-3.656,-2.917,4.233,-4.337,3.628,0.674,-2.133,589.57,0
58770,2.394,0.263,3.385,1.506,3.862,-0.02,-0.44,-0.251,4.274,3.224,4855.49,0
117106,4.531,-2.705,-1.488,-0.279,2.259,1.407,-0.021,-1.123,4.785,0.34,2404.31,0
85900,3.476,-3.434,4.77,2.996,2.484,3.324,1.826,-1.923,0.722,-1.21,4867.93,0
76788,0.389,1.061,-0.333,0.384,-3.508,1.428,4.818,0.527,-0.244,4.763,4155.07,0
107526,4.771,0.952,-3.729,2.792,-1.397,4.108,-2.262,-0.314,-4.263,3.579,3439.35,0
15694,-3.553,-0.332,-4.168,-3.642,-2.995,0.346,-1.61,-0.266,-4.129,-1.985,3987.2,0
51877,2.303,1.361,0.839,-0.386,-1.813,4.196,-4.885,3.967,-4.62,0.099,2141.93,0
12509,-2.998,-1.331,-1.208,-0.991,4.589,-1.869,-0.856,3.407,-2.794,3.539,3903.77,0
100046,-1.128,4.846,3.578,1.149,1.807,4.144,2.307,0.036,-0.713,2.138,4515.02,0
136610,-0.207,-2.326,-0.607,1.418,-2.782,-1.808,2.452,1.562,-2.243,-2.164,4168.91,0
12985,4.96,-2.363,0.048,0.141,-4.87,-3.348,4.594,0.31,1.742,-2.356,151.69,0
132080,-3.313,0.91,-2.766,3.609,-4.267,-1.894,-1.755,3.863,3.336,3.484,3933.35,0
121731,-0.194,2.623,3.258,-0.206,-0.653,1.464,-3.273,0.411,-1.592,-2.891,605.47,0
14160,-4.712,2.269,3.176,4.655,0.848,-0.414,0.675,-4.876,-1.093,1.066,3212.83,0
100729,-0.095,-2.314,-2.842,-1.758,4.968,3.179,-3.522,0.469,-3.164,3.197,4612.03,0
172743,2.77,-4.943,-1.948,1.131,-3.22,0.867,-1.997,-2.745,4.521,2.005,3451.82,0
59614,-1.112,4.159,-3.633,3.438,2.767,2.065,-1.55,-1.654,1.56,-4.662,3467.93,0
41302,0.928,-4.344,3.705,-3.483,1.736,-3.394,1.405,1.195,-1.348,1.626,3103.64,0
164631,2.531,-3.501,1.259,-1.502,2.839,-4.411,-1.099,-2.964,-2.796,-4.65,4437.46,0
50030,2.839,-1.659,1.515,3.097,1.881,-3.591,-1.677,3.855,3.885,-3.05,2943.4,0
113346,-2.286,1.196,-0.448,-3.059,2.329,-1.326,0.473,0.275,-4.221,1.517,622.73,0
158072,-1.324,-3.038,-1.596,1.36,-3.469,2.232,2.38,2.097,-1.934,-2.505,1919.12,0
116207,3.319,-4.409,2.631,-2.404,-1.232,-3.941,3.356,0.227,-3.425,0.249,4299.17,0
23261,3.354,0.601,-1.543,-4.638,1.465,2.836,-4.327,-1.027,-1.055,2.396,2821.59,0
133389,2.905,-1.476,-4.345,-1.755,-4.143,-3.256,2.964,-1.263,-3.278,3.464,3344.27,0
163937,-4.692,0.044,-4.572,2.961,-1.978,1.024,4.781,1.761,0.041,1.68,1555.27,0
95133,4.077,-4.707,-2.411,1.511,2.586,3.404,-4.725,-2.012,-4.421,-4.047,63.9,0
128826,-3.967,0.998,0.03,2.612,1.793,3.648,-4.907,-0.306,-4.304,1.212,4807.89,0
132909,-3.141,3.491,4.797,3.404,-0.079,-2.756,3.184,-4.948,2.089,0.797,4003.78,1
107385,2.638,1.355,2.822,0.016,0.728,-1.672,-4.556,-0.425,-1.002,-1.735,3890.29,0
43368,3.223,-4.148,-0.979,3.294,-2.256,3.487,4.381,-2.587,0.271,2.114,4544.15,0
126592,3.918,-3.309,1.89,1.39,-1.255,-1.096,3.038,0.153,2.335,-4.487,388,0
79002,4.738,4.618,4.932,1.832,-4.592,1.382,1.996,-3,4.637,-2.781,3087.19,0
13839,3.753,-4.122,3.242,1.812,-2.538,4.76,-4.464,0.472,-1.653,3.683,3951.17,0
120549,-1.103,0.423,-3.853,-1.946,-4.9,-3.434,-4.624,-2.119,4.898,-0.931,2923.03,1
141853,-2.831,1.393,-1.357,-4.464,-4.871,-2.08,-0.165,-0.3,2.851,4.101,709.62,0
115266,-4.821,-4.992,1.943,-4.918,1.74,4.251,-3.539,2.318,3.324,-2.758,492.67,0
128645,-3.551,-1.063,-0.955,0.329,0.105,4.824,-4.644,1.158,-1.039,-3.386,3529.8,0
87833,1.642,-2.078,1.661,2.727,-2.52,4.981,2.699,-4.829,3.706,4.529,4657.58,0
164385,0.929,-1.364,-4.106,2.608,-3.238,3.462,4.765,-3.593,4.835,-1.453,?,0
75608,-4.085,3.556,1.83,1.355,4.455,-3.172,2.963,-1.498,-4.447,-3.014,2882.37,0
5431,-0.401,-1.023,0.4,-1.952,-2.71,-1.017,-4.018,-2.088,4.122,3.983,1795.71,0
86580,2.448,-0.925,0.422,2.039,-3.933,-3.479,-1.547,-1.628,-4.917,-1.742,2305.75,0
17292,0.565,3.273,2.022,1.944,2.167,-2.207,-0.463,4.167,-4.303,2.488,3975.55,0
144213,4.106,-1.437,-0.59,-3.007,-3.581,-0.518,1.323,1.14,-4.226,-3.707,1522.66,0
14754,-0.14,2.322,-3.118,1.194,3.834,-2.536,-0.229,-0.074,-2.612,0.091,1854.14,0
114156,,0.392,1.591,2.712,2.526,-3.65,-0.2,-0.796,-1.316,1.999,668.96,0
113273,-0.079,0.492,-2.864,-1.809,3.071,4.063,-0.345,2.818,-1.214,1.6,2371.07,0
11533,-1.331,-1.531,3.608,-1.731,2.516,-3.238,1.56,3.017,1.804,-1.257,1592.51,0
51739,-1.375,-4.323,-2.717,3.941,0.922,-1.661,4.42,-2.94,1.399,-0.908,2455.28,0
85928,-4.961,-1.633,4.511,-3.698,0.478,-4.597,-1.972,0.74,-1.63,-1.915,1338.24,0
63389,-3.944,3.548,0.486,-3.983,0.577,-1.562,-3.393,-0.732,-0.796,-4.152,2562.07,0
119010,3.016,3.53,1.731,-4.4,2.059,1.559,3.476,-2.411,-1.66,-4.514,2599.58,0
68444,-1.133,-1.809,-0.26,-4.151,1.202,3.433,1.316,1.631,0.234,2.989,4728.19,0
43833,3.708,2.502,2.92,-0.996,2.818,4.522,-4.572,-4.171,-4.242,0.107,497.63,0
169510,3.892,2.732,-2.205,-4.941,-2.496,-4.288,1.996,1.84,-2.433,2.869,78.38,0
51300,-2.424,1.825,-1.9,-2.229,-0.491,-4.332,4.744,3.213,1.218,-2.763,1554.6,0
85408,-2.919,2.879,2.715,2.296,-2.418,1.247,-3.219,-0.294,-4.078,2.689,359.67,0
167083,2.563,-3.984,-4.659,-2.839,1.322,-0.619,1.364,-4.238,-0.791,-0.73,5.38,0
125309,,-3.398,3.153,4.638,1.388,1.684,4.071,-0.84,2.723,2.2,4032.36,0
27116,-1.365,-4.172,1.497,-1.622,-0.937,0.696,-3.948,-3.855,4.41,-3.758,1088.48,0
48561,-2.019,-3.224,-1.057,-1.902,-4.6,-3.726,2.221,-3.698,-2.839,1.69,733.82,0
13590,3.507,3.566,-0.087,-4.195,-3.314,2.385,2.183,-1.711,3.874,1.067,3820.74,0
86391,3.108,-0.687,-2.733,-1.968,4.829,-3.118,2.788,1.357,1.456,-4.312,1550.2,0
95500,2.183,-3.511,-4.404,2.17,-4.51,-3.517,2.467,3.978,-0.153,0.158,3487.06,1
119345,1.76,-3.014,-1.478,-0.882,0.775,4.922,1.532,-2.769,4.124,3.387,2386.78,0
78365,-1.739,2.465,-1.833,4.517,-1.103,-1.787,-1.947,-0.683,2.341,-0.23,2333.64,0
64568,-2.73,3.827,-1.175,-4.123,3.22,-4.955,4.378,4.494,3.291,3.007,2603.2,0
80071,-0.812,2.699,0.754,-2.609,-1.898,-0.98,4.779,3.326,-3.62,-1.384,2379.41,0
156925,3.663,4.882,2.071,2.238,1.541,-0.611,-4.308,-1.99,-0.119,1.464,2092.08,0
148123,-4.396,-1.23,-0.297,2.143,0.524,2.649,-1.217,-0.268,4.592,0.781,955.34,0
124730,0.102,-0.912,1.987,-2.605,1.722,0.746,0.478,2.308,1.161,-2.196,3844.79,0
117407,4.098,2.269,4.257,3.412,2.205,1.511,-0.8,3.13,1.137,-1.844,548.64,0
2778,-0.516,0.048,-4.738,3.973,4.399,-0.041,0.312,0.759,1.898,-3.032,3717.2,0
100129,4.385,0.069,-4.629,-4.95,4.786,3.396,2.566,-1.694,-2.253,-2.792,3785.48,0
69023,1.088,-1.059,-2.77,0.041,-0.763,-4.4,-4.04,0.643,-0.934,0.488,4485.44,0
131937,-4.737,-1.423,-3.992,-2.889,1.927,-1.48,-3.331,-3.743,-2.872,1.252,3532,0
155423,-3.678,4.487,-1.125,-0.276,-1.096,-4.147,-2.318,2.793,2.401,-1.979,2972.95,0
47068,-4.437,4.06,3.492,-3.259,1.097,3.071,-1.452,-2.014,4.783,-2.94,1256.09,0
139125,2.948,-2.536,3.824,3.859,-0.849,0.819,-4.265,-2.587,4.666,-1.802,379.74,0
60189,3.438,-1.199,1.261,3.598,1.897,4.464,-4.204,4.112,2.795,-0.633,559.85,0
99560,4.037,-2.332,-1.303,-1.064,4.362,-2.895,-3.036,0.256,1.23,-1.372,3057.15,0
41851,,-1.839,-1.021,4.253,0.39,4.975,-4.289,4.093,1.703,1.902,2783.67,0
47472,0.349,2.223,-0.903,0.94,3.841,-2.469,-2.332,-2.806,4.112,3.056,4402.71,1
104431,-3.607,-1.397,-3.38,-2.754,-1.434,4.958,0.656,2.415,-2.618,-4.03,4148.55,0
70739,-4.887,0.336,-4.072,-4.373,2.417,-4.63,-1.344,-4.82,-1.393,3.042,2862.53,0
151343,-3.598,-3.006,-3.395,-3.468,1.731,4.637,-1.49,3.663,-2.568,1.606,2655.35,0
38292,,-3.068,0.399,1.926,0.651,0.718,-1.58,-0.97,0.092,1.678,4970.59,0
12781,4.074,4.918,4.822,-0.725,3.791,0.201,-0.295,-3.512,1.658,-0.646,2856.76,0
74207,-1.479,-3.095,-0.904,-1.316,-0.034,-2.775,-4.376,-1.951,-3.104,-4.305,4150.36,0
26490,2.226,-0.631,4.982,1.143,-2.309,-1.076,-3.149,3.164,-1.839,-0.77,730.29,0
123139,3.278,4.482,-2.106,-1.328,-4.079,-4.791,-1.819,-1.377,0.099,4.136,4254.75,0
159407,-1.57,2.28,0.782,4.909,3.446,-3.75,-4.177,1.941,0.207,-1.805,4546.87,0
52363,-2.767,-1.213,2.2,-1.167,1,2.751,-0.059,2.949,-2.81,-2.875,2919.85,0
147464,-3.656,-0.267,4.761,-3.573,4.948,4.203,1.067,-3.124,4.068,-4.418,1925.94,0
17364,2.278,-2.805,0.94,0.72,-0.598,1.149,-3.252,2.951,2.603,4.788,752.95,0
149570,4.618,0.555,-0.105,-0.15,1.834,-3.697,-0.09,-0.062,-2.403,-3.488,871.13,0
41507,2.543,1.628,0.949,-2.919,3.198,3.317,4.305,2.871,-3.722,-3.679,1656.44,0
113827,-1.81,4.557,1.86,4.862,4.389,0.5,2.105,3.318,-0.953,4.142,2567.46,0
139640,0.42,-4.731,-1.214,3.16,-2.031,2.959,-4.921,-1.068,-1.782,-2.01,3033.68,0
106192,-4.81,2.949,2.012,-4.917,4.349,-1.944,-4.031,-4.718,-3.147,0.528,360.78,0
14583,-0.078,-1.173,-3.54,2.4,-1.437,3.11,0.207,0.668,-0.445,-2.668,4320.2,0
152479,-2.222,1.198,-3.958,0.984,1.99,-3.597,1.227,3.192,2.258,-1.216,2968.62,0
122565,0.701,-3.459,1.954,-4.74,2.679,3.838,2.873,-0.109,-1.769,0.188,?,0
129919,3.225,-0.622,-0.036,2.23,2.193,3.196,0.02,1.644,-2.949,3.347,3895.45,0
153587,-1.052,error,-0.039,-1.264,-2.99,-2.314,-2.562,2.374,1.071,-4.739,489.05,0
65652,-3.023,2.964,-1.474,-2.122,-4.222,1.609,3.558,-4.635,3.691,4.597,2560.88,0
88856,-1.305,-3.098,-2.151,3.219,-0.637,-0.056,0.68,-1.077,3.219,4.673,1523.18,0
56088,-4.184,-2.966,-4.89,-4.296,3.628,-1.142,2.178,1.477,-4.069,0.763,2070.51,0
107847,-3.401,1.972,0.707,-2.95,3.525,0.033,-0.736,1.254,-4.465,0.909,3493.15,0
35345,0.477,1.673,-0.104,-4.313,4.777,-2.681,2.941,-2.666,2.211,0.522,1814.67,0
75195,-3.013,-0.917,-0.35,2.102,4.822,1.376,4.705,3.103,1.95,2.352,2470.28,0
168879,3.381,3.33,-0.212,-4.25,1.634,-2.004,1.15,3.381,4.244,1.166,3243.97,0
32980,-4.738,-4.827,-3.115,-2.581,-1.916,-0.039,-2.542,-4.483,1.912,-2.798,517.11,0
31668,-1.651,-3.203,-0.067,4.48,-0.963,-3.656,-3.181,1.698,0.117,-1.527,3665.97,0
49637,4.826,0.888,-3.593,1.674,-1.818,1.001,1.956,-4.705,1.052,3.945,1818.9,0
9533,4.996,-1.111,-2.312,-0.856,-3.629,3.967,2.456,-3.11,2.321,2.665,3851.5,0
47038,-2.236,-2.997,2.071,0.781,3.841,-3.448,0.815,-2.783,-3.079,-3.604,4395.03,0
136042,4.736,2.166,-1.768,-2.611,1.964,2.849,1.073,-4.547,-1.331,2.942,4777.43,0
123387,-1.849,-0.558,0.588,-0.681,-3.113,1.125,4.284,-2.323,-2.823,0.712,206.96,0
17425,-2.761,0.996,4.859,-4.402,4.44,-2.3,-0.714,-2.813,-1.684,0.662,1865.84,0
157038,0.075,-3.81,-1.316,3.775,-0.84,-4.059,-4.314,4.597,-1.581,-0.98,3050.42,0
172485,3.263,-2.974,-2.997,-1.381,4.494,-1.153,1.63,-1.427,0.418,-2.436,1269.27,0
14209,-4.736,-2.967,-0.771,-1.474,-4.078,-1.297,3.204,-3.463,-4.919,-3.686,2729.06,0
168799,3.238,-4.026,0.413,2.496,2.813,0.932,4.189,-1.127,2.475,-3.693,3179.57,0
1592,-2.577,2.236,-1.269,1.853,0.02,-2.451,-3.335,-4.559,2.585,-2.37,559.98,0
103707,3.242,-4.07,2.854,-3.151,2.536,3.799,2.639,-1.525,-1.354,-1.384,1474.3,0
78277,2.647,-4.959,1.89,-2.049,4.727,1.396,-3.014,0.714,1.686,2.99,4575.56,0
142594,1.832,-2.055,0.556,-2.943,3.186,4.59,-1.008,-4.233,-4.514,1.363,2122.4,0
102065,2.208,4.237,1.046,0.01,3.185,-3.726,3.441,-0.9,-3.573,1.839,4295.6,0
33449,4.603,-1.903,-3.524,-4.37,3.404,-0.903,-0.359,-1.106,-4.95,0.573,140.65,0
151380,-2.424,-2.752,4.652,-3.432,-1.974,0.745,1.972,2.276,3.738,2.541,4234.86,0
61948,-4.261,4.455,2.427,4.09,2.035,0.379,-1.421,-2.534,0.87,-3.743,1409.79,0
150880,-3.849,-1.446,3.499,0.795,4.977,-2.753,0.005,-0.603,1.985,-0.774,1017.13,0
44707,-2.4,-1.782,-1.412,-1.694,-3.452,3.792,0.298,1.152,3.858,3.132,2623.79,0
53002,-2.795,-4.584,-2.069,4.944,0.653,3.069,-3.744,3.271,-2.698,1.959,4510.75,0
149361,-3.093,-4.893,3.413,-2.227,-2.11,-3.966,1.245,2.609,3.896,-4.139,1593.95,0
25900,-2.731,-4.684,-4.15,3.323,-0.054,4.121,3.606,0.277,1.607,2.031,4321.71,0
136136,-3.069,-4.434,-4.681,-4.248,-4.973,-1.531,-4.553,0.799,1.118,-0.44,4853.73,0
840,-2.687,-2.336,-4.334,4.298,-1.038,2.707,0.13,-3.16,-2.905,-2.315,350.3,0
44347,0.976,2.578,-3.475,-4.49,-1.37,0.73,-4.722,-1.803,-3.634,3.192,1620.94,0
47914,-0.831,-2.783,2.664,-2.586,3.63,-4.188,-3.146,-3.239,0.35,-0.01,3451.09,0
129778,-4.473,2.127,-4.882,-2.647,-4.158,-4.535,-0.172,4.573,1.776,3.472,4014.37,0
158101,-4.598,2.741,1.335,3.439,4.098,3.837,4.054,-4.858,-2.156,1.863,3392.02,0
96725,3.553,1.161,-3.733,4.535,4.782,-3.764,3.807,-3.253,3.426,-4.893,4043.61,0
75229,3.259,1.168,4.506,4.894,-2.883,-2.515,-0.003,2.396,0.644,-3.7,1589.22,0
14652,-4.818,-2.658,0.121,0.08,-0.138,-3.851,-4.818,-0.637,-4.344,-0.65,2055.57,0
54849,1.914,4.113,-1.242,-0.088,-2.836,-1.609,-0.579,-2.563,3.427,1.548,4977.16,0
12093,-4.563,-2.887,2.861,-0.877,-3.896,-0.006,-0.516,-1.794,-0.917,-0.395,4990.72,0
91340,0.453,4.064,0.432,-3.142,-2.609,4.24,1.328,4.225,-0.074,3.301,4161.6,0
96801,3.08,0.51,-4.06,0.901,0.678,-3.111,-2.127,-4.049,-2.365,-2.775,3377.5,0
135870,1.089,3.46,-0.529,-4.262,-2.081,3.272,4.126,-0.537,-0.668,2.453,1272.46,0
128403,-4.472,2.115,-3.103,-1.702,-4.656,-2.038,-0.961,3.94,-3.844,2.486,2286.78,0
75440,-3.519,0.817,4.267,-0.685,4.61,-3.721,-1.198,0.716,-4.006,-4.666,1952.49,0
169966,4.251,-3.537,-2.651,-1.587,-2.412,4.739,-0.799,4,1.226,-4.687,222.73,0
44359,-2.536,2.487,0.312,4.183,-0.614,0.878,3.803,0.817,-4.207,-1.84,3301.35,0
108632,2.082,4.768,-4.42,3.977,-0.363,2.232,-3.244,-2.012,-2.412,0.714,1039.87,0
121722,4.671,-1.405,2.946,3.067,4.762,3.544,2.988,1.392,-1.175,1.435,3297.73,0
35522,-4.979,-1.106,2.06,3.459,2.639,-0.434,-3.661,2.847,0.336,-1.974,611.08,0
124737,-2.756,error,-2.704,0.78,-2.897,0.762,4.265,4.306,-1.855,3.936,2392.41,0
71983,-0.482,3.368,-4.329,-3.632,-1.321,-3.754,-1.655,-1.961,-2.692,-1.591,847.6,0
62204,-3.123,-3.565,3.693,-0.522,-0.431,-3.025,3.365,-3.058,3.843,-4.609,4114.45,0
86822,0.478,-3.973,4.464,-0.844,-3.809,-2.663,-2.749,2.498,-1.696,-0.683,570.59,0
143989,0.699,-3.143,3.486,-2.075,-3.137,0.362,1.213,-0.531,1.034,-1.126,522.13,0
143804,-3.354,-4.687,-4.262,3.599,-1.285,1.763,0.654,-3.539,-4.922,-0.548,3766.61,0
115257,-4.28,-1.368,-1.034,0.288,1.212,-3.614,1.003,-3.88,-0.318,-2.95,4562.02,0
95001,2.586,-0.218,-4.081,-4.681,-2.507,-4.131,4.551,0.636,3.456,-2.794,4444.16,0
96741,2.242,-3.241,-1.972,-2.992,-2.091,3.258,-1.905,2.076,0.697,-2.321,4132.55,0
164018,2.77,-1.365,1.287,4.663,-1.655,1.795,0.608,3.073,1.456,4.633,4838.1,0
19069,-0.664,2.607,-2.581,2.695,3.255,-4.972,-4.5,2.259,-3.669,0.676,484.97,0
95460,4.539,-4.232,-0.085,0.234,3.174,4.329,-4.972,-0.341,-0.158,-0.428,2293.22,0
2124,2.462,-1.046,-1.739,-0.295,-1.4,-1.918,-2.707,4.373,3.952,0.895,327.66,0
30185,1.007,-1.26,-4.308,-2.643,2.484,2.932,1.044,-3.391,-3.615,3.756,323.94,0
134448,-4.349,-2.248,1.089,0.965,4.703,4.331,0.713,1.777,1.424,0.402,1419.79,0
170319,-3.012,4.069,-0.726,-0.558,1.659,0.692,2.272,-3.134,-0.587,-1.136,2274.08,0
64229,-1.134,0.149,-2.393,3.788,-2.631,3.155,-0.302,-0.638,1.051,-1.339,3360.52,0
91021,-2.466,-3.986,-2.35,0.097,2.873,-3.604,-1.591,-1.501,-3.6,-1.991,3838.71,0
47996,-3.726,1.352,-0.235,-0.38,-0.368,-4.706,1.045,-3.942,0.517,3.01,423.83,0
15178,2.424,-0.049,-0.432,-4.749,-4.937,-3.918,0.559,-4.336,-1.206,-0.532,2405.13,0
170625,-3.277,-3.91,3.564,1.829,0.296,-0.319,-1.071,-1.106,2.715,0.435,3575.63,0
116158,-4.325,-3.671,4.025,1.207,-0.997,2.41,2.691,-0.395,-2.419,3.907,3873.2,0
153396,0.411,-3.011,1.668,-2.398,-3.986,-4.886,-1.815,3.48,-4.79,-2.82,2252.46,0
64722,-1.929,-4.889,-3.232,-1.409,-4.886,2.018,4.021,0.357,-2.223,-0.086,1631.65,0
156249,-0.158,4.661,-2.419,-0.848,-1.106,4.281,-3.494,-3.081,4.132,1.928,3248.49,0
120729,1.321,3.695,-1.182,0.599,-3.14,1.679,-2.845,3.472,2.685,1.149,3908.6,0
121813,-3.703,-1.818,-2.238,1.928,-4.832,-1.667,-1.014,-1.254,0.336,4.237,1973.69,0
142481,-3.635,1.644,-2.846,-3.881,-2.352,3.547,-2.554,-4.818,2.798,-2.219,1809.04,0
84555,-1.389,0.761,2.563,-4.916,-3.336,-4.834,4.88,3.711,-1.607,-0.614,1882.64,0
28153,0.019,-0.199,4.168,-0.571,-1.021,3.902,-1.18,1.164,1.697,0.863,4827.64,0
22817,2.916,3.593,1.866,3.482,3.981,2.04,-4.836,2.31,-3.627,3.858,4369.65,0
94875,-3.033,2.182,3.136,-0.782,-4.274,3.834,-2.405,-2.74,-4.476,-3.679,1150.03,0
143309,-0.172,-0.227,2.503,-1.543,-2.416,-4.115,1.535,-3.107,2.54,2.135,4509.29,0
159645,-1.707,-2.526,-2.951,-3.613,1.824,-0.567,-2.078,-3.292,-1.28,4.522,1188.78,0
86205,4.122,3.488,-3.126,2.999,-0.455,4.137,2.166,-0.363,-2.907,-1.847,158.75,0
145824,3.095,4.378,1.32,-3.394,-0.699,-2.677,4.694,-4.352,-4.033,-2.563,4338.43,0
34314,-4.104,2.541,-2.406,0.668,-4.662,-0.01,1.779,0.307,-4.802,3.632,1469.5,0
129290,0.921,-2.814,2.813,-2.874,2.38,0.512,3.557,-1.182,2.612,4.356,2120.27,0
172447,-4.619,4.23,-4.164,1.864,4.358,-0.775,-0.169,4.217,3.234,-0.825,2854.95,0
100893,-0.607,-3.046,-0.256,4.197,2.153,2.749,-2.973,4.937,3.858,-2.135,2882.49,0
146369,0.027,-2.263,3.531,-3.029,0.591,2.412,-4.709,4.05,-4.089,2.606,3037.14,0
52661,4.234,-0.301,-3.936,-3.291,2.897,4.95,-3.147,4.425,3.259,4.083,4498.91,0
10624,3.544,3.448,-0.04,-3.55,-0.272,-0.42,-2.967,3.663,-0.404,1.485,?,0
62881,4.643,3.551,-4.931,-2.657,-3.885,1.357,0.202,4.669,4.221,1.32,4990.01,0
154571,-3.84,0.831,1.247,3.86,-3.506,-0.678,-0.126,-4.33,2.435,-0.339,774.82,0
4818,1.223,4.626,4.741,-0.389,-3.966,-3.35,-4.47,-0.332,-3.602,-1.192,4755.76,0
80250,4.672,4.21,3,3.994,-1.669,2.371,3.233,-1.557,-0.309,-4.405,3614.05,0
10405,-0.812,-0.598,1.066,1.17,-0.256,0.013,-3.712,-3.154,-4.155,3.841,2766.63,0
142346,-1.388,0.254,3.705,3.629,0.109,4.555,-3.693,-2.164,3.077,4.506,3951.72,0
17528,0.554,2.781,2.211,-2.557,3.172,4.586,-2.281,-2.592,1.417,2.436,3263.13,0
108449,0.68,-0.695,0.605,-3.55,-2.432,1.829,-2.751,0.086,1.608,4.189,1508.59,0
134190,-1.644,0.464,-2.529,-1.184,1.569,3.571,-3.327,0.864,-1.937,-1.397,3927.55,0
47811,4.594,-4.735,-2.742,-1.083,2.712,-1.997,-1.398,-4.382,-0.314,-2.416,2713.93,0
44729,4.728,3.075,-0.292,-1.161,-3.968,0.309,-2.415,2.898,-0.741,-2.205,814.09,0
23885,0.695,-4.331,2.638,1.906,4.084,0.73,-3.19,2.579,4.955,4.758,1350.82,0
32303,1.677,1.78,-3.564,-3.988,-0.459,-0.626,0.684,-1.559,2.262,0.155,3580.95,0
15448,2.742,-4.761,0.745,3.208,4.474,-2.589,-1.594,-0.597,0.467,-3.784,2134.25,0
85999,-1.385,-2.807,3.911,3.249,3.235,3.9,2.34,-2.261,-3.056,-3.092,1059.04,0
122084,2.041,-3.356,3.054,3.08,3.99,4.595,-0.306,-4.797,0.16,0.094,1611.04,0
75425,,-0.05,-1.704,2.666,0.753,-3.203,4.219,-3.537,2.345,-2.906,1422.95,0
71866,2.522,3.01,-2.496,-4.14,0.823,-2.305,4.099,4.081,3.341,3.952,3510.43,0
109794,1.267,3.172,-3.292,-4.579,-2,-0.877,-0.64,-4.556,-2.619,0.627,1314.05,0
15587,-4.322,2.344,3.614,-3.966,3.281,4.128,3.997,-3.802,2.654,-3.615,?,0
117016,-2.016,-0.669,0.453,0.449,2.076,3.082,0.136,-3.361,4.276,2.352,9.01,0
124079,2.792,-3.914,-1.89,0.938,1.839,-1.826,-4.787,-3.574,-1.484,-3.898,2357.5,0
133176,3.31,-0.61,4.014,2.113,3.922,-0.039,-3.805,-4.202,-4.984,-1.035,2103.5,0
90180,1.776,1.147,2.971,-2.252,0.269,1.745,1.085,0.559,4.606,-0.053,4654.07,0
102152,1.833,-4.342,4.687,0.025,3.599,0.587,2.918,2.887,-2.284,4.081,4530.98,0
38845,-0.454,3.221,-0.7,-0.384,-1.769,4.768,-3.242,4.481,-3.782,3.397,3068.57,0
128763,-4.83,1.487,3.062,-3.801,-2.907,0.43,-1.857,-4.916,1.135,3.383,2767.97,0
26772,-3.967,-1.574,4.386,0.955,-4.849,-0.234,-0.213,1.324,-3.318,-1.82,3794.18,0
125171,-4.058,0.466,2.845,-1.985,-4.797,-1.453,3.34,1.092,-0.846,-1.212,3367.14,0
65880,3.245,-4.602,-0.447,-2.155,-2.343,1.158,-0.845,-0.543,4.052,3.029,2245.28,0
132051,3.541,-2.303,4.776,4.302,1.484,-1.115,4.565,1.663,-2.341,-3.387,2209.65,0
40749,4.498,0.935,-0.895,3.882,-0.381,2.189,-3.455,-1.23,-3.2,0.349,1426.78,0
126471,-2.071,-2.205,-0.732,-1.464,-0.143,2.971,3.853,2.241,0.054,4.649,3816.18,0
48530,2.969,2.277,-1.405,-0.782,1.208,-4.659,4.905,0.84,-2.713,-1.133,4582.34,0
51427,1.458,0.425,2.185,2.974,0.857,-0.283,-0.083,-3.049,2.161,2.601,1511.55,0
56617,2.562,-3.501,2.682,-3.497,2.928,3.917,3.591,-2.765,1.583,-3.237,3342.22,0
124257,-1.872,2.396,1.848,-3.895,0.16,-2.333,0.717,2.159,1.146,-4.512,1327.06,0
110712,-4.228,1.411,1.202,0.673,-0.305,3.76,3.785,-3.394,-1.539,-4.567,3574.01,0
127049,2.078,-2.361,-3.593,-4.345,-3.97,-1.7,3.971,-3.999,2.493,-3.102,4332.06,0
56736,2.406,4.266,-2.43,4.921,3.618,3.251,-3.649,3.985,-3.989,-1.377,1022.5,0
31196,-4.605,-2.708,-0.026,4.84,-3.413,-1.928,0.412,1.884,3.845,-2.34,3211.96,0
24145,1.411,-0.589,-0.423,-1.845,0.345,-0.289,-2.44,-4.125,-2.447,-2.715,59.15,0
1580,2.436,-1.743,-1.34,-1.733,3.089,2.347,2.838,-1.191,4.052,2.69,2615.76,0
109785,-2.988,-4.707,-4.499,2.565,-1.929,4.343,-3.028,-2.969,-4.11,3.208,321.86,0
39837,-2.002,-1.363,2.375,2.653,-4.52,3.792,1.353,0.755,-0.909,-0.68,347.12,0
